year_built,stories,num_bedrooms,full_bathrooms,half_bathrooms,livable_sqft,total_sqft,garage_type,garage_sqft,carport_sqft,has_fireplace,has_pool,has_central_heating,has_central_cooling,house_number,street_name,unit_number,city,zip_code,sale_price
1961,1,4,4,0,2289,2545,none,0,404,FALSE,TRUE,TRUE,TRUE,559,Jeremiah Alley,,Lake Jack,10825,477544
1985,1,3,2,0,1155,1254,attached,530,0,FALSE,TRUE,TRUE,TRUE,2674,Miller Drives,,Lake Jack,10825,478802
1956,1,3,3,0,1915,2111,attached,474,0,TRUE,TRUE,TRUE,TRUE,770,Wilson Parkways,,Lake Jack,10825,365402
1977,1,3,1,1,1526,1566,attached,549,0,TRUE,TRUE,TRUE,TRUE,323,Johnson Ville,,Lake Jack,10825,452340
1986,1,4,3,0,2376,2725,attached,464,0,TRUE,FALSE,TRUE,TRUE,2631,Karen Center,,Lake Jack,10825,353434
1986,1,4,3,0,2385,2728,attached,464,0,TRUE,FALSE,TRUE,TRUE,2631,Karen Center,,Lake Jack,10825,371696
1979,1,3,1,1,1297,1902,attached,462,0,FALSE,FALSE,TRUE,TRUE,367,Ashley Plains,,Lake Jack,10825,327603
1978,1,3,1,1,1114,1122,attached,522,0,TRUE,TRUE,TRUE,TRUE,62438,Deleon Roads,,Lake Jack,10825,491400
1971,2,2,1,1,896,989,none,0,0,FALSE,FALSE,TRUE,TRUE,9209,Richard Throughway,2701,Lake Jack,10825,153719
2014,1,3,2,1,2431,2779,attached,451,0,TRUE,TRUE,TRUE,TRUE,226,Koch Loaf,,Lake Jack,10825,756001
2015,1,3,2,1,2434,2789,attached,452,0,TRUE,TRUE,TRUE,TRUE,513,Koch Loaf,,Lake Jack,10825,837267
2013,1,3,2,0,1904,1908,attached,458,0,TRUE,TRUE,TRUE,TRUE,42704,Catherine Island,,Lake Jack,10825,705603
2013,1,3,2,1,2186,2185,attached,450,0,TRUE,TRUE,TRUE,TRUE,36533,Susan Locks,,Lake Jack,10825,1052098
2015,1,4,3,0,2675,2672,attached,3,0,TRUE,FALSE,TRUE,TRUE,525,Austin Stream,,Lake Jack,10825,878222
2015,1,3,2,1,2185,2185,attached,455,0,TRUE,FALSE,TRUE,TRUE,757,Austin Stream,,Lake Jack,10825,775533
1983,1,2,1,1,895,897,none,0,0,FALSE,FALSE,TRUE,TRUE,3559,Brown Courts,721,Lake Jack,10825,238136
1972,1,2,1,1,1145,1270,none,0,0,FALSE,FALSE,TRUE,TRUE,4852,Jeremy Knolls,2225,Lake Jack,10825,160018
1971,1,1,1,0,854,962,none,0,396,FALSE,FALSE,TRUE,TRUE,4852,Jeremy Knolls,2106,Lake Jack,10825,124739
1971,1,1,1,0,844,955,none,0,398,FALSE,FALSE,TRUE,TRUE,4852,Jeremy Knolls,3082,Lake Jack,10825,134819
2005,2,3,2,1,1796,1795,attached,441,0,TRUE,FALSE,TRUE,TRUE,41217,Becker Plains,,North Erinville,10537,364137
1958,1,2,1,1,1125,1123,none,0,0,TRUE,FALSE,TRUE,TRUE,308,Jennifer Ford,3501,Lake Jack,10825,522901
1959,1,3,2,0,1337,1926,none,0,308,TRUE,TRUE,TRUE,TRUE,6176,Smith Plaza,,Lake Jack,10825,803246
1959,1,3,1,1,1294,1710,none,0,0,TRUE,TRUE,TRUE,TRUE,54,Smith Plaza,,Lake Jack,10825,805136
1959,1,3,1,1,1947,2546,none,0,199,TRUE,TRUE,TRUE,TRUE,780,William Expressway,,Lake Jack,10825,567002
1955,1,3,1,1,1245,1563,attached,379,0,FALSE,TRUE,TRUE,TRUE,761,Cindy Ville,,Lake Jack,10825,666544
1986,1,3,2,0,1566,1597,attached,525,0,TRUE,TRUE,TRUE,TRUE,9257,Andrew Club,,Lake Jack,10825,616767
1958,1,4,3,0,2463,2474,none,0,396,TRUE,TRUE,TRUE,TRUE,42106,Larson Streets,,Lake Jack,11579,837903
2016,2,4,3,0,3092,3306,attached,545,0,TRUE,FALSE,TRUE,TRUE,7429,Stephen Cove,,Coletown,10555,685444
2014,2,4,3,0,3081,3126,attached,545,0,TRUE,FALSE,TRUE,TRUE,4509,Stephen Cove,,Coletown,10555,671583
2016,2,5,3,1,3221,3465,attached,532,0,TRUE,FALSE,TRUE,TRUE,826,Stephen Cove,,Coletown,10555,645116
1984,2,2,2,0,1176,1512,none,0,0,FALSE,FALSE,TRUE,TRUE,9386,Ross Falls,1323,Lake Jack,11579,263344
1960,1,2,0,1,799,801,none,0,0,TRUE,FALSE,TRUE,TRUE,6485,Anna Vista,,Lake Jack,11579,207903
1981,1,2,1,1,1300,1507,none,0,0,FALSE,FALSE,TRUE,TRUE,465,Miller Drives,,Lake Jack,11579,278456
1972,1,3,1,1,1574,1803,detached,239,0,FALSE,FALSE,TRUE,TRUE,54650,Micheal Walks,,Lake Jack,11579,365399
1975,1,2,1,1,1778,1905,attached,416,0,TRUE,TRUE,TRUE,TRUE,287,Horn Forest,,Lake Jack,10825,617399
1986,1,3,3,0,2511,3476,attached,447,0,TRUE,TRUE,TRUE,TRUE,91171,Kyle Brooks,,Lake Jack,11579,894601
1981,3,2,2,0,1214,1348,attached,416,0,FALSE,FALSE,TRUE,TRUE,982,Smith Glens,,Lake Jack,10825,288544
1983,2,2,2,0,1170,1510,none,0,0,FALSE,FALSE,TRUE,TRUE,112,Ashley Plains,2379,Lake Jack,11579,296099
1983,2,2,2,0,1171,1510,none,0,0,FALSE,FALSE,TRUE,TRUE,112,Ashley Plains,2327,Lake Jack,11579,244439
1981,1,1,1,0,588,617,none,0,147,FALSE,FALSE,TRUE,TRUE,6539,Gregory Ford,1552,Lake Jack,10825,100800
1982,1,1,1,0,587,620,none,0,153,FALSE,FALSE,TRUE,TRUE,96911,Gregory Ford,1026,Lake Jack,10825,78124
2007,1,1,1,0,594,618,none,0,147,FALSE,FALSE,TRUE,TRUE,994,Jaclyn Ville,932,Lake Jack,10825,109616
1981,1,1,1,0,587,626,none,0,152,FALSE,FALSE,TRUE,TRUE,540,Jaclyn Ville,1496,Lake Jack,10825,122847
1982,1,1,1,0,591,622,none,0,154,FALSE,FALSE,TRUE,TRUE,1654,Jaclyn Ville,722,Lake Jack,10825,78118
1976,1,3,1,1,1357,1370,attached,528,0,TRUE,TRUE,TRUE,TRUE,883,Jimenez Brooks,,Lake Jack,10825,414536
1980,3,3,1,1,1602,1663,attached,460,0,TRUE,FALSE,TRUE,TRUE,11,Parsons Pines,,Lake Jack,10825,452342
1979,1,3,2,0,2103,2164,attached,700,0,TRUE,TRUE,TRUE,TRUE,57484,David Mountain,,Lake Jack,10825,817742
1964,1,1,1,0,547,540,none,0,0,FALSE,FALSE,TRUE,TRUE,257,Smith Green,2070,Lake Jack,10825,233100
1936,1,4,1,1,1492,2156,none,0,432,TRUE,TRUE,TRUE,FALSE,21930,Warren Summit,,Lake Jack,10825,563222
1950,1,3,2,1,3721,4117,detached,603,0,TRUE,TRUE,TRUE,TRUE,9454,Young Highway,,Lake Jack,10825,2015996
2006,2,3,3,0,2521,2626,attached,510,0,TRUE,TRUE,TRUE,TRUE,534,Raymond Field,,Lake Jack,10825,724502
1974,1,1,3,0,2139,2140,none,0,0,FALSE,TRUE,TRUE,TRUE,9279,Kathy Center,3922,Lake Jack,10825,674096
1977,1,3,1,1,1148,1156,detached,421,0,FALSE,FALSE,TRUE,TRUE,27738,Ortega Meadow,,Lake Jack,10825,215464
1982,1,1,2,0,1082,1359,none,0,0,FALSE,FALSE,TRUE,TRUE,460,Richard Throughway,750,Lake Jack,10825,314998
1963,1,3,2,0,2330,2573,none,0,435,TRUE,TRUE,TRUE,TRUE,342,Powers Well,,Lake Jack,10825,1763997
1958,1,3,2,1,2158,2287,none,0,496,TRUE,TRUE,TRUE,TRUE,9161,Benjamin Causeway,,Lake Jack,10825,1502549
1956,1,3,3,1,2736,3131,attached,416,0,TRUE,TRUE,TRUE,TRUE,47350,Lori Course,,Lake Jack,10825,1036982
1962,1,3,3,0,1810,1980,none,0,442,TRUE,TRUE,TRUE,TRUE,3628,Cody Station,,Lake Jack,10825,1404903
1992,1,3,2,0,1230,1273,attached,427,0,TRUE,FALSE,TRUE,TRUE,6039,Lee Way,,Port Andrealand,11295,376742
1938,1,2,2,0,2528,3210,none,0,0,TRUE,TRUE,TRUE,TRUE,4343,Caleb Curve,,Lake Jack,10825,1154791
1990,1,2,1,1,1624,1629,detached,597,0,TRUE,TRUE,TRUE,TRUE,11801,Campos Fields,,Lake Jack,10825,2015997
1956,1,3,2,1,2352,2720,attached,473,0,TRUE,TRUE,TRUE,TRUE,8437,Bell Motorway,,Lake Jack,10825,1852201
1997,2,2,2,0,1255,1295,none,0,0,TRUE,FALSE,TRUE,TRUE,603,Curtis Street,2121,Lake Jack,10825,283504
1957,1,2,1,1,1356,1611,attached,286,0,TRUE,TRUE,TRUE,FALSE,851,Owens Plain,,Lake Jack,10825,655200
1959,1,3,1,1,1499,2254,none,0,230,FALSE,TRUE,TRUE,FALSE,9337,West Oval,,Lake Jack,10825,749697
1950,1,2,1,1,1382,1906,detached,403,0,TRUE,TRUE,TRUE,FALSE,1896,Zuniga Falls,,Lake Jack,10825,655196
1983,1,3,2,1,3026,3601,attached,599,0,TRUE,TRUE,TRUE,TRUE,88178,Schultz Radial,,Lake Jack,10825,793800
2006,1,3,2,1,2272,3412,attached,414,0,TRUE,TRUE,TRUE,TRUE,59,Michelle Station,,Lake Jack,10825,1764001
1957,1,3,1,1,1144,1198,none,0,180,FALSE,TRUE,FALSE,FALSE,79317,Jeremy Knolls,,Lake Jack,10825,296099
1953,1,2,1,0,872,887,none,0,324,FALSE,TRUE,FALSE,FALSE,5565,Burke Keys,,Lake Jack,10825,434702
1971,1,3,1,1,1251,1242,none,0,248,FALSE,FALSE,TRUE,TRUE,748,Rogers Shore,,Lake Jack,10825,376741
1973,1,2,1,1,1048,1055,detached,237,0,FALSE,FALSE,TRUE,TRUE,795,Rogers Shore,,Lake Jack,10825,342721
1972,2,2,2,0,1175,1317,none,0,179,FALSE,FALSE,TRUE,TRUE,986,Jeremy Knolls,582,Lake Jack,10825,182697
1978,1,3,1,1,1469,1534,attached,282,0,TRUE,FALSE,TRUE,TRUE,18199,Hart Lane,,Lake Jack,10825,351538
1979,1,2,1,1,1252,1256,attached,276,0,FALSE,FALSE,TRUE,TRUE,782,Vega Causeway,,Lake Jack,10825,314998
1980,1,5,2,1,2189,2195,attached,484,0,TRUE,TRUE,TRUE,TRUE,830,Campos Springs,,Lake Jack,10825,737100
2005,2,2,2,1,2253,2621,attached,520,0,TRUE,TRUE,TRUE,TRUE,46243,Sharon Forge,,Lake Jack,11579,762297
2005,2,2,2,0,1761,2020,attached,458,0,TRUE,TRUE,TRUE,TRUE,5308,Perez Unions,,Lake Jack,10825,737104
2006,3,2,2,1,1200,1204,attached,400,0,TRUE,FALSE,TRUE,TRUE,7,Amber Pines,,Lake Jack,10825,387447
2006,3,2,2,1,1226,1556,attached,404,0,TRUE,FALSE,TRUE,TRUE,383,Amber Pines,,Lake Jack,10825,403199
2007,3,2,2,1,1227,1558,attached,403,0,TRUE,FALSE,TRUE,TRUE,383,Amber Pines,,Lake Jack,10825,439740
1929,1,2,2,0,1359,1508,attached,381,0,TRUE,TRUE,FALSE,FALSE,1836,Spencer Port,,Lake Jack,11579,529201
1935,1,2,2,0,1486,1946,detached,239,0,TRUE,FALSE,FALSE,FALSE,6898,Randall Bridge,,Lake Jack,11579,472499
1947,1,2,1,1,996,1688,none,0,0,FALSE,TRUE,TRUE,TRUE,2508,Stephanie Circles,,Lake Jack,11579,578344
1949,1,4,4,1,2771,2775,detached,609,0,FALSE,TRUE,TRUE,TRUE,76907,William Islands,,Lake Jack,11579,1455301
1979,1,2,1,1,1073,1368,none,0,302,FALSE,FALSE,TRUE,TRUE,271,Gary Extension,3618,Lake Jack,11579,321301
1981,1,2,1,1,1069,1361,none,0,301,FALSE,FALSE,TRUE,TRUE,271,Gary Extension,638,Lake Jack,11579,270902
2000,1,2,1,1,1527,1624,detached,462,0,TRUE,TRUE,TRUE,TRUE,17987,Edwards Estates,,Lake Jack,10825,756002
1948,1,3,1,1,1865,1984,detached,396,0,TRUE,TRUE,TRUE,TRUE,27564,Jeremy Knolls,,Lake Jack,11579,617402
1948,1,4,1,1,1881,2227,attached,222,0,TRUE,TRUE,FALSE,FALSE,8382,Phillips Divide,,Lake Jack,11579,608577
1947,1,4,1,1,1873,2224,attached,224,0,TRUE,TRUE,FALSE,FALSE,8382,Phillips Divide,,Lake Jack,11579,691736
1949,1,3,2,1,1684,2050,none,0,238,TRUE,TRUE,FALSE,FALSE,710,Renee Bypass,,Lake Jack,11579,869402
1961,1,4,2,1,2258,3864,attached,408,0,TRUE,TRUE,TRUE,TRUE,2368,Burke Keys,,Lake Jack,11579,1089898
2007,1,3,3,0,3728,4928,attached,517,0,FALSE,TRUE,TRUE,TRUE,92741,Julie Locks,,Lake Jack,11579,921062
1981,1,2,1,1,1174,1278,none,0,0,FALSE,FALSE,TRUE,TRUE,525,Kenneth Plains,2748,Lake Jack,11579,263338
1960,1,4,3,1,2808,3556,attached,463,0,FALSE,TRUE,TRUE,TRUE,603,Abigail View,,Lake Jack,11579,1069107
1955,1,3,3,0,2445,2936,attached,438,0,TRUE,TRUE,TRUE,TRUE,27431,Abigail View,,Lake Jack,11579,819001
1978,1,2,1,1,1357,1651,detached,266,0,FALSE,FALSE,TRUE,TRUE,53139,Burke Keys,,Lake Jack,10825,527942
2003,2,3,3,0,2102,2315,attached,471,0,FALSE,TRUE,TRUE,TRUE,5632,Michael Ville,,Lake Jack,11579,724499
2003,2,2,2,0,1670,1728,attached,421,0,TRUE,TRUE,TRUE,TRUE,66500,Deborah Run,,Lake Jack,11579,497701
1980,1,2,2,0,2857,3624,attached,458,0,TRUE,FALSE,TRUE,TRUE,46703,Miller Manors,,Lake Jack,11579,792543
1995,1,1,1,0,530,523,none,0,0,FALSE,FALSE,TRUE,TRUE,271,Kenneth Plains,3090,Lake Jack,11579,168841
2012,2,2,2,0,1922,2114,detached,504,0,TRUE,TRUE,TRUE,TRUE,9005,Danielle Mall,,Lake Jack,11579,642597
2013,2,2,1,1,1924,2150,attached,491,0,TRUE,TRUE,TRUE,TRUE,507,Danielle Mall,,Lake Jack,11579,724502
2014,2,2,1,1,1894,2126,attached,490,0,TRUE,TRUE,TRUE,TRUE,3001,Danielle Mall,,Lake Jack,10825,680397
2014,2,3,2,1,1777,1903,attached,472,0,TRUE,TRUE,TRUE,TRUE,7376,Danielle Mall,,Lake Jack,11579,739624
1952,1,3,2,0,1205,1350,none,0,204,FALSE,FALSE,FALSE,FALSE,63932,Massey Isle,,Lake Jack,11579,283499
1965,1,4,2,1,2104,2405,detached,464,0,TRUE,TRUE,TRUE,TRUE,6510,Leslie Parks,,Lake Jack,11579,781196
1971,1,3,2,1,2453,2839,attached,496,0,TRUE,TRUE,TRUE,TRUE,97740,Elizabeth Glen,,Lake Jack,11579,693004
1969,1,3,3,0,2970,3139,attached,452,0,TRUE,TRUE,TRUE,TRUE,20844,Christopher Prairie,,Lake Jack,11579,793803
1966,1,2,2,0,1695,2162,none,0,628,TRUE,FALSE,TRUE,TRUE,9893,Sean Coves,,Lake Jack,11579,516604
1966,1,2,2,0,1488,1876,none,0,256,FALSE,FALSE,TRUE,TRUE,592,Sean Coves,,Lake Jack,11579,459904
1973,2,2,2,0,1026,1021,none,0,0,FALSE,FALSE,TRUE,TRUE,1944,Kenneth Plains,1311,Lake Jack,11579,168842
1973,2,2,2,0,1023,1028,none,0,0,FALSE,FALSE,TRUE,TRUE,1944,Kenneth Plains,751,Lake Jack,11579,176400
1974,2,2,1,1,1213,1234,none,0,0,FALSE,FALSE,TRUE,TRUE,13849,Cortez Neck,,Lewishaven,11980,204753
1970,1,3,2,1,2587,2871,attached,442,0,FALSE,FALSE,TRUE,TRUE,468,Brandi Ferry,,Lake Jack,11579,705602
1975,1,1,1,1,1341,1562,none,0,0,FALSE,FALSE,TRUE,TRUE,7614,Hays Avenue,3470,Lake Jack,11579,233103
1976,1,1,1,1,1346,1557,none,0,0,FALSE,FALSE,TRUE,TRUE,99162,Hays Avenue,354,Lake Jack,11579,226801
1967,1,2,1,1,1376,1664,none,0,0,TRUE,FALSE,TRUE,TRUE,5131,Williams Stream,,Lake Jack,11579,301138
2006,1,3,3,0,4907,6094,attached,1159,0,TRUE,TRUE,TRUE,TRUE,506,Daniels Overpass,,Lake Jack,11579,2173501
1974,1,2,1,1,1575,1873,none,0,229,TRUE,FALSE,TRUE,TRUE,32219,Williams Stream,624,Lake Jack,11579,390598
1974,2,2,2,1,1650,1881,none,0,0,FALSE,FALSE,TRUE,TRUE,1807,Williams Stream,3410,Lake Jack,11579,362878
1975,2,3,2,0,1588,1831,none,0,636,TRUE,FALSE,TRUE,TRUE,702,Kenneth Plains,2748,Lake Jack,11579,289804
1974,2,3,2,0,1584,1833,none,0,639,TRUE,FALSE,TRUE,TRUE,702,Kenneth Plains,3328,Lake Jack,11579,355316
2005,1,4,4,0,4266,4941,attached,784,0,TRUE,TRUE,TRUE,TRUE,15051,Sampson Place,,Lake Jack,11579,1636736
2013,1,4,4,0,4102,4576,attached,698,0,TRUE,TRUE,TRUE,TRUE,7045,Lopez Mountain,,Lake Jack,11579,1764003
2014,1,4,4,0,4156,4626,attached,690,0,TRUE,TRUE,TRUE,TRUE,92441,Glenn Heights,,Lake Jack,10825,1950480
2014,1,3,3,0,3509,4339,attached,566,0,TRUE,TRUE,TRUE,TRUE,3822,Lewis Summit,,Lake Jack,10825,1864803
1969,1,4,4,0,3317,3987,none,0,562,TRUE,TRUE,TRUE,TRUE,425,Deborah Cliff,,Lake Jack,10825,2015996
1971,1,2,1,1,1378,1380,none,0,0,TRUE,FALSE,TRUE,TRUE,17400,Shepard Gateway,1311,Lake Jack,10825,554398
2009,1,4,2,0,1467,1550,attached,477,0,TRUE,FALSE,TRUE,TRUE,392,Joyce Trail,,Toddshire,11593,204122
2007,1,3,1,1,1593,1591,attached,440,0,FALSE,FALSE,TRUE,TRUE,560,Shaun Ports,,Toddshire,11593,170099
1960,1,3,1,0,979,1227,attached,243,0,FALSE,FALSE,FALSE,FALSE,905,Young Road,,Lake Jack,10825,62998
1958,1,3,1,0,979,1230,attached,243,0,FALSE,FALSE,FALSE,FALSE,905,Young Road,,Lake Jack,10825,125999
2003,1,6,2,1,2964,2972,none,0,0,FALSE,FALSE,TRUE,TRUE,711,James Inlet,,Port Daniel,10298,258298
2004,1,3,2,0,1370,1368,attached,403,0,FALSE,FALSE,TRUE,TRUE,831,Lori Turnpike,,Port Daniel,10298,173884
2011,3,3,2,1,1583,1674,attached,460,0,TRUE,FALSE,TRUE,TRUE,57651,Becky Tunnel,,Port Andrealand,11295,342719
1991,1,3,1,1,1079,1082,attached,397,0,FALSE,FALSE,TRUE,TRUE,9715,Hardy Inlet,,Port Daniel,10298,161283
2004,1,3,2,0,1580,1634,attached,457,0,FALSE,FALSE,TRUE,TRUE,752,Ford Port,,Port Daniel,10298,226796
1983,1,2,2,0,1440,1686,none,0,0,FALSE,FALSE,TRUE,TRUE,7689,Allison Drives,,Port Daniel,10298,6302
2011,3,3,2,1,1233,1311,attached,268,0,TRUE,FALSE,TRUE,TRUE,20600,Schultz Street,,Port Andrealand,11295,302401
1990,2,2,2,0,2470,3059,attached,577,0,TRUE,FALSE,TRUE,FALSE,974,Smith Land,,Lake Carolyn,11140,478799
1990,2,3,2,1,2148,2150,attached,487,0,TRUE,TRUE,TRUE,TRUE,731,Clark Dale,,Lake Carolyn,11140,321303
1960,1,5,2,1,2206,2415,none,0,0,FALSE,FALSE,FALSE,FALSE,73942,Rodgers Forge,,Lake Carolyn,11140,239404
1949,1,3,1,1,2476,2472,attached,437,0,TRUE,FALSE,FALSE,FALSE,3552,Anderson Circle,,Lake Carolyn,11140,252002
1992,1,3,1,1,1252,1274,attached,463,0,TRUE,TRUE,TRUE,TRUE,45024,Pham Station,,Lake Carolyn,11140,264600
1938,1,2,1,1,889,1482,attached,396,0,TRUE,FALSE,FALSE,FALSE,26446,Long Drive,,Lake Carolyn,11140,123480
1973,1,4,1,1,1290,1293,attached,273,0,FALSE,FALSE,TRUE,TRUE,574,Amanda Drives,,Lake Carolyn,11140,245703
1932,1,2,1,0,824,824,detached,334,0,TRUE,FALSE,FALSE,FALSE,9684,Clark Gardens,,Lake Carolyn,11140,160650
1961,1,3,1,0,1125,1117,attached,237,0,FALSE,FALSE,FALSE,FALSE,3580,Timothy Junctions,,Lake Carolyn,11140,157501
1948,1,2,1,0,894,1252,none,0,0,FALSE,FALSE,FALSE,FALSE,95,Villanueva Ferry,,Lake Carolyn,11140,157503
1975,1,1,1,0,555,553,none,0,0,FALSE,FALSE,TRUE,TRUE,3622,Johnson Street,,Lake Carolyn,11140,64260
1981,1,3,2,0,1625,1755,attached,694,0,TRUE,FALSE,TRUE,TRUE,851,Natasha Court,,Lake Carolyn,11140,302402
1951,1,2,1,0,978,1253,none,0,0,TRUE,FALSE,FALSE,FALSE,18131,Pham Station,,Lake Carolyn,11140,187740
1946,1,4,2,0,1959,2316,attached,322,0,TRUE,FALSE,FALSE,FALSE,48282,Adam Ferry,,Lake Carolyn,11140,258303
2011,2,3,3,0,2696,3082,none,0,0,TRUE,FALSE,TRUE,TRUE,1203,Christopher Roads,,Brownport,10510,976498
1977,1,2,2,0,806,803,none,0,240,FALSE,FALSE,TRUE,TRUE,5349,Owens Cliffs,3501,Lake Christinaport,11203,28354
2007,1,3,2,0,1598,1595,none,0,662,FALSE,FALSE,TRUE,TRUE,4366,Harding Islands,957,Lake Christinaport,11203,75598
1976,1,2,2,0,1295,1290,none,0,594,FALSE,FALSE,TRUE,TRUE,22687,Graham Shores,,East Amychester,11205,28348
2014,1,2,2,1,2161,2236,attached,428,0,FALSE,FALSE,TRUE,TRUE,92640,Williams Ways,,East Lucas,11911,389966
2015,1,2,2,1,2158,2231,attached,433,0,FALSE,FALSE,TRUE,TRUE,916,Roberts Run,,East Lucas,11911,456124
2015,1,2,2,1,2162,2228,attached,428,0,FALSE,FALSE,TRUE,TRUE,531,Roberts Run,,East Lucas,11911,391227
2016,1,2,2,0,2044,2080,attached,425,0,FALSE,FALSE,TRUE,TRUE,632,Roberts Run,,East Lucas,11911,375484
2014,1,2,2,0,1856,1886,attached,446,0,FALSE,FALSE,TRUE,TRUE,965,Roberts Run,,East Lucas,11911,340831
2014,1,2,2,1,2163,2232,attached,432,0,FALSE,FALSE,TRUE,TRUE,14502,Steven Shoals,,East Lucas,11911,374220
2015,1,2,2,1,2167,2237,attached,434,0,FALSE,FALSE,TRUE,TRUE,1210,Roberts Run,,East Lucas,11911,408241
2011,2,3,2,1,1646,1739,attached,436,0,FALSE,FALSE,TRUE,TRUE,157,Brooke Mountains,3501,Port Andrealand,11295,412022
2013,2,5,2,1,2815,2838,attached,479,0,TRUE,FALSE,TRUE,TRUE,6620,Michael Passage,,North Erinville,11510,476283
2013,2,4,2,1,2273,2375,attached,436,0,TRUE,FALSE,TRUE,TRUE,95,Clark Via,,North Erinville,11510,466201
2013,2,4,2,1,2283,2356,attached,429,0,TRUE,FALSE,TRUE,TRUE,42271,Torres Inlet,,North Erinville,11510,461160
2013,2,3,2,1,2265,2356,attached,436,0,FALSE,FALSE,TRUE,TRUE,7383,Karen Wells,,Coletown,11631,549364
2014,2,3,2,1,2137,2191,attached,429,0,FALSE,FALSE,TRUE,TRUE,2313,Klein Point,,Coletown,11631,541803
2015,2,4,2,0,2245,2260,attached,428,0,FALSE,FALSE,TRUE,TRUE,393,Klein Point,,Coletown,11631,548098
2015,2,4,2,1,2530,2653,attached,422,0,FALSE,FALSE,TRUE,TRUE,9536,Pace Walks,,Coletown,11631,602279
2013,2,3,2,1,2140,2192,attached,429,0,FALSE,FALSE,TRUE,TRUE,86080,Pace Walks,,Coletown,11631,573302
2013,2,3,2,1,2255,2354,attached,432,0,FALSE,FALSE,TRUE,TRUE,2519,Michael Drive,,Coletown,11631,516600
2015,2,3,2,1,1718,1763,attached,440,0,FALSE,FALSE,TRUE,TRUE,876,Rebecca Way,,Coletown,11631,456123
2015,2,3,2,1,1725,1761,attached,439,0,FALSE,FALSE,TRUE,TRUE,85428,Michael Drive,,Coletown,11631,457377
2016,2,4,2,1,2167,2157,attached,440,0,FALSE,FALSE,TRUE,TRUE,365,Day Roads,,Coletown,11631,519750
2014,2,4,2,1,2058,2058,attached,441,0,FALSE,FALSE,TRUE,TRUE,8152,Stanley Islands,,Coletown,11631,511556
2013,2,4,2,1,2062,2054,attached,440,0,FALSE,FALSE,TRUE,TRUE,28448,Ho Cliffs,,Coletown,11631,521012
2014,2,4,2,1,2528,2651,attached,425,0,FALSE,FALSE,TRUE,TRUE,18559,Pace Walks,,Coletown,11631,574564
2015,2,5,3,0,3103,3133,attached,634,0,TRUE,FALSE,TRUE,TRUE,684,Debra Lodge,,West Gregoryview,10750,616137
2016,1,4,2,1,2727,2739,attached,691,0,TRUE,FALSE,TRUE,TRUE,72643,Debra Lodge,,West Gregoryview,10750,600394
2014,1,4,2,1,2729,2743,attached,763,0,TRUE,FALSE,TRUE,TRUE,730,Olivia Inlet,,West Gregoryview,10750,561332
2015,1,4,2,1,2722,2741,attached,765,0,TRUE,FALSE,TRUE,TRUE,295,Tiffany Spring,,West Gregoryview,10750,591568
2015,2,4,3,0,2398,2430,attached,587,0,TRUE,FALSE,TRUE,TRUE,295,Robert Drive,,West Gregoryview,10750,563222
2015,2,4,3,0,2400,2432,attached,586,0,TRUE,FALSE,TRUE,TRUE,5893,Robert Drive,,West Gregoryview,10750,549363
2016,1,3,2,0,1953,1970,attached,417,0,TRUE,FALSE,TRUE,TRUE,46228,Whitney Parks,,West Gregoryview,10750,589050
2014,2,4,3,0,2392,2428,attached,586,0,TRUE,FALSE,TRUE,TRUE,613,Jackson Spurs,,West Gregoryview,10750,544320
2014,2,4,3,0,2783,2813,attached,711,0,TRUE,FALSE,TRUE,TRUE,82,Jackson Spurs,,West Gregoryview,10750,589051
